2000,94.706
2010,94.969
2020,95.294
2030,95.642
2040,95.893
2050,96.074
2060,96.225
2070,96.303
2080,96.263
2090,96.088
2100,95.781
2110,95.365
2120,94.847
2130,94.31
2140,93.967
2150,93.977
2160,94.277
2170,94.636
2180,94.863
2190,94.915
2200,94.82
2210,94.537
2220,93.911
2230,92.842
2240,91.29
2250,89.334
2260,87.32
2270,85.637
2280,84.531
2290,84.186
2300,84.64
2310,85.609
2320,86.524
2330,86.978
2340,87.025
2350,86.966
2360,87.044
2370,87.311
2380,87.668
2390,88.007
2400,88.268
2410,88.416
2420,88.433
2430,88.368
2440,88.231
2450,88.064
2460,88.057
2470,88.231
2480,88.436
2490,88.593
2500,88.695
2510,88.75
2520,88.78
2530,88.819
2540,88.91
2550,89.053
2560,89.23
2570,89.421
2580,89.567
2590,89.641
2600,89.658
2610,89.654
2620,89.719
2630,89.897
2640,90.144
2650,90.296
2660,90.229
2670,89.91
2680,89.36
2690,88.634
2700,87.731
2710,86.553
2720,84.956
2730,82.937
2740,80.691
2750,78.449
2760,76.365
2770,74.372
2780,72.254
2790,69.739
2800,66.823
2810,63.862
2820,61.349
2830,59.669
2840,58.882
2850,58.702
2860,58.685
2870,58.469
2880,58.001
2890,57.552
2900,57.647
2910,58.71
2920,60.665
2930,62.925
2940,64.842
2950,66.158
2960,67.009
2970,67.74
2980,68.622
2990,69.687
3000,70.838
3010,71.932
3020,72.886
3030,73.658
3040,74.244
3050,74.643
3060,74.855
3070,74.91
3080,74.765
3090,74.352
3100,73.696
3110,72.964
3120,72.319
3130,71.809
3140,71.367
3150,70.847
3160,70.13
3170,69.153
3180,67.864
3190,66.11
3200,63.796
3210,60.974
3220,57.775
3230,54.496
3240,51.697
3250,50.103
3260,49.925
3270,50.523
3280,50.963
3290,50.478
3300,48.457
3310,44.447
3320,38.543
3330,31.332
3340,23.537
3350,15.949
3360,9.4042
3370,4.5473
3380,1.559
3390,0.19591
3400,0.093108
3410,0.97971
3420,2.7123
3430,5.1857
3440,8.1864
3450,11.344
3460,14.182
3470,16.391
3480,18.23
3490,20.434
3500,23.698
3510,28.229
3520,33.709
3530,39.661
3540,45.412
3550,50.324
3560,54.122
3570,56.757
3580,58.268
3590,58.87
3600,58.919
3610,58.858
3620,59.04
3630,59.56
3640,60.34
3650,61.253
3660,62.146
3670,62.866
3680,63.333
3690,63.569
3700,63.627
3710,63.541
3720,63.348
3730,63.068
3740,62.704
3750,62.275
3760,61.787
3770,61.234
3780,60.676
3790,60.231
3800,59.943
3810,59.733
3820,59.446
3830,58.946
3840,58.143
3850,57.039
3860,55.778
3870,54.582
3880,53.677
3890,53.211
3900,53.211
3910,53.551
3920,54.076
3930,54.693
3940,55.352
3950,55.988
3960,56.536
3970,56.974
3980,57.303
3990,57.517
4000,57.637
4010,57.721
4020,57.817
4030,57.935
4040,58.012
4050,58.003
4060,57.879
4070,57.624
4080,57.271
4090,56.882
4100,56.519
4110,56.231
4120,56.062
4130,55.996
4140,56.003
4150,56.056
4160,56.129
4170,56.147
4180,56.02
4190,55.703
4200,55.163
4210,54.412
4220,53.551
4230,52.756
4240,52.189
4250,51.922
4260,51.866
4270,51.91
4280,52.087
4290,52.452
4300,52.976
4310,53.553
4320,54.068
4330,54.476
4340,54.757
4350,54.905
4360,54.942
4370,54.914
4380,54.897
4390,54.949
4400,55.056
4410,55.161
4420,55.169
4430,54.96
4440,54.417
4450,53.487
4460,52.232
4470,50.836
4480,49.558
4490,48.552
4500,47.754
4510,47.035
4520,46.428
4530,46.167
4540,46.503
4550,47.442
4560,48.686
4570,49.883
4580,50.779
4590,51.238
4600,51.244
4610,50.891
4620,50.36
4630,49.769
4640,49.171
4650,48.57
4660,47.957
4670,47.314
4680,46.674
4690,46.088
4700,45.561
4710,45.079
4720,44.646
4730,44.261
4740,43.905
4750,43.588
4760,43.289
4770,42.967
4780,42.608
4790,42.227
4800,41.843
4810,41.479
4820,41.147
4830,40.845
4840,40.562
4850,40.279
4860,39.976
4870,39.62
4880,39.221
4890,38.806
4900,38.367
4910,37.928
4920,37.526
4930,37.181
4940,36.906
4950,36.72
4960,36.604
4970,36.521
4980,36.421
4990,36.294
5000,36.093
